comment_id,content_id,comment_text,created_at
CM006864,C03299,This topic is worth discussing.,2026-06-04 09:00:00
CM006865,C04844,How long is the full video?,2026-03-25 20:00:00
CM006866,C02405,Not sure this applies to everyone.,2026-06-16 04:00:00
CM006867,C02840,I saved this because it explains how I feel.,2026-08-01 03:00:00
CM006868,C02911,Where can I find more information?,2026-02-13 11:00:00
CM006869,C03700,Interesting perspective.,2026-08-13 15:00:00
CM006870,C03127,I thought I was the only one dealing with this.,2026-05-26 22:00:00
CM006871,C00079,Finally someone put this feeling into words.,2026-01-16 17:00:00
CM006872,C02156,This is painfully accurate but helpful.,2026-05-05 19:00:00
CM006873,C03128,Not sure this applies to everyone.,2026-02-04 23:00:00
CM006874,C01441,I thought I was the only one dealing with this.,2026-08-17 07:00:00
CM006875,C01977,I have been struggling with the same thing for months.,2026-08-14 17:00:00
CM006876,C02409,What app did you use to make this?,2026-06-29 06:00:00
CM006877,C00212,You described my situation perfectly.,2026-02-16 00:00:00
CM006878,C00341,I had not thought about it this way.,2026-07-23 00:00:00
CM006879,C00234,This topic is worth discussing.,2026-08-24 10:00:00
CM006880,C03593,Interesting perspective.,2026-06-09 06:00:00
CM006881,C01010,This made me feel understood.,2026-05-07 04:00:00
CM006882,C00977,The editing is clean.,2026-03-21 01:00:00
CM006883,C01010,I saved this because it explains how I feel.,2026-05-18 07:00:00
CM006884,C01114,Where can I find more information?,2026-06-10 01:00:00
CM006885,C01787,Good point.,2026-02-23 14:00:00
CM006886,C00346,How long is the full video?,2026-08-23 12:00:00
CM006887,C04309,Nice explanation.,2026-05-25 20:00:00
CM006888,C04190,Good point.,2026-03-20 01:00:00
CM006889,C03342,Nice explanation.,2026-01-14 07:00:00
CM006890,C04798,You described my situation perfectly.,2026-02-11 08:00:00
CM006891,C03268,"This is so relatable, thank you for saying it.",2026-06-25 08:00:00
CM006892,C00459,Interesting perspective.,2026-03-17 13:00:00
CM006893,C00594,The editing is clean.,2026-02-13 18:00:00
CM006894,C03853,This is exactly what I needed to hear today.,2026-07-08 17:00:00
CM006895,C01696,Thanks for sharing.,2026-07-09 15:00:00
CM006896,C04123,You described my situation perfectly.,2026-01-21 18:00:00
CM006897,C02571,I have been struggling with the same thing for months.,2026-03-22 14:00:00
CM006898,C00834,This made me feel understood.,2026-08-14 01:00:00
CM006899,C03335,I thought I was the only one dealing with this.,2026-01-30 15:00:00
CM006900,C02630,This is painfully accurate but helpful.,2026-06-22 23:00:00
CM006901,C00255,What app did you use to make this?,2026-03-30 21:00:00
CM006902,C00715,I have been struggling with the same thing for months.,2026-05-28 03:00:00
CM006903,C03834,This advice did not help me.,2026-05-28 01:00:00
CM006904,C02675,Nice explanation.,2026-02-12 16:00:00
CM006905,C03693,This is exactly what I needed to hear today.,2026-06-18 10:00:00
CM006906,C01473,I don't agree with this.,2026-05-12 16:00:00
CM006907,C02371,Finally someone put this feeling into words.,2026-03-23 03:00:00
CM006908,C00601,Interesting perspective.,2026-01-04 20:00:00
CM006909,C02675,Finally someone put this feeling into words.,2026-08-30 12:00:00
CM006910,C04448,Interesting perspective.,2026-05-18 11:00:00
CM006911,C02880,This made me feel understood.,2026-03-21 17:00:00
CM006912,C00515,I thought I was the only one dealing with this.,2026-03-14 09:00:00
CM006913,C02174,You described my situation perfectly.,2026-03-24 12:00:00
CM006914,C02457,This is painfully accurate but helpful.,2026-05-10 19:00:00
CM006915,C00581,I have been struggling with the same thing for months.,2026-08-16 10:00:00
CM006916,C02471,This topic is worth discussing.,2026-03-29 15:00:00
CM006917,C01604,I had not thought about it this way.,2026-07-21 03:00:00
CM006918,C02036,Needed this reminder today.,2026-04-17 22:00:00
CM006919,C00727,You described my situation perfectly.,2026-05-10 04:00:00
CM006920,C02834,I thought I was the only one dealing with this.,2026-05-16 01:00:00
CM006921,C04433,This is exactly what I needed to hear today.,2026-08-06 04:00:00
CM006922,C04151,I had not thought about it this way.,2026-08-19 20:00:00
CM006923,C01342,I have been struggling with the same thing for months.,2026-05-20 23:00:00
CM006924,C03279,Interesting perspective.,2026-08-26 22:00:00
CM006925,C04989,Nice explanation.,2026-04-16 09:00:00
CM006926,C03695,Thanks for sharing.,2026-05-29 07:00:00
CM006927,C01726,I don't agree with this.,2026-07-30 10:00:00
CM006928,C04582,The editing is clean.,2026-02-04 01:00:00
CM006929,C03911,I had not thought about it this way.,2026-07-06 13:00:00
CM006930,C00148,Interesting perspective.,2026-01-12 01:00:00
CM006931,C00560,I had not thought about it this way.,2026-01-16 00:00:00
CM006932,C04457,I don't agree with this.,2026-08-29 08:00:00
CM006933,C03505,What app did you use to make this?,2026-01-21 21:00:00
CM006934,C04031,I don't agree with this.,2026-06-02 19:00:00
CM006935,C00418,Nice explanation.,2026-06-04 21:00:00
CM006936,C01429,Needed this reminder today.,2026-05-25 17:00:00
CM006937,C00265,I had not thought about it this way.,2026-01-23 04:00:00
CM006938,C03793,Needed this reminder today.,2026-01-11 02:00:00
CM006939,C00799,I don't agree with this.,2026-01-07 09:00:00
CM006940,C01498,I don't agree with this.,2026-08-16 15:00:00
CM006941,C03874,I thought I was the only one dealing with this.,2026-07-01 10:00:00
CM006942,C02537,Nice explanation.,2026-02-08 10:00:00
CM006943,C01530,This advice did not help me.,2026-04-25 17:00:00
CM006944,C00859,Needed this reminder today.,2026-05-11 17:00:00
CM006945,C02565,The editing is clean.,2026-04-05 12:00:00
CM006946,C04992,Good point.,2026-03-15 02:00:00
CM006947,C04394,You described my situation perfectly.,2026-01-29 17:00:00
CM006948,C00469,This made me feel understood.,2026-04-03 19:00:00
CM006949,C00640,Not sure this applies to everyone.,2026-01-08 20:00:00
CM006950,C02000,Where can I find more information?,2026-03-21 20:00:00
CM006951,C01617,How long is the full video?,2026-06-19 10:00:00
CM006952,C00403,Good point.,2026-03-05 07:00:00
CM006953,C01142,Thanks for sharing.,2026-08-25 03:00:00
CM006954,C00509,This is painfully accurate but helpful.,2026-03-04 23:00:00
CM006955,C01842,I had not thought about it this way.,2026-07-30 21:00:00
CM006956,C02423,How long is the full video?,2026-01-20 22:00:00
CM006957,C03240,This feels too generalized.,2026-05-18 07:00:00
CM006958,C03399,Interesting perspective.,2026-01-06 06:00:00
CM006959,C02575,Needed this reminder today.,2026-04-22 05:00:00
CM006960,C02296,"This is so relatable, thank you for saying it.",2026-04-08 22:00:00
CM006961,C01404,How long is the full video?,2026-01-24 18:00:00
CM006962,C04494,Good point.,2026-01-20 20:00:00
CM006963,C01383,Good point.,2026-06-21 23:00:00
CM006964,C04081,What app did you use to make this?,2026-03-25 15:00:00
CM006965,C04733,"This is so relatable, thank you for saying it.",2026-02-28 04:00:00
CM006966,C01536,I found this confusing.,2026-02-28 05:00:00
CM006967,C03323,I had not thought about it this way.,2026-04-28 07:00:00
CM006968,C01726,Finally someone put this feeling into words.,2026-05-01 10:00:00
CM006969,C02495,This is painfully accurate but helpful.,2026-07-09 09:00:00
CM006970,C01400,I had not thought about it this way.,2026-06-02 15:00:00
CM006971,C04932,I have been struggling with the same thing for months.,2026-06-15 22:00:00
CM006972,C00736,You described my situation perfectly.,2026-04-05 04:00:00
CM006973,C02966,Thanks for sharing.,2026-08-12 23:00:00
CM006974,C01733,I don't agree with this.,2026-04-21 23:00:00
CM006975,C02472,I had not thought about it this way.,2026-07-19 21:00:00
CM006976,C03328,I thought I was the only one dealing with this.,2026-08-28 10:00:00
CM006977,C00760,Thanks for sharing.,2026-06-30 18:00:00
CM006978,C04581,This made me feel understood.,2026-04-17 03:00:00
CM006979,C03113,This feels too generalized.,2026-08-21 07:00:00
CM006980,C03936,Interesting perspective.,2026-04-11 13:00:00
CM006981,C02573,I have been struggling with the same thing for months.,2026-01-16 20:00:00
CM006982,C03029,I don't agree with this.,2026-05-18 12:00:00
CM006983,C03439,This is exactly what I needed to hear today.,2026-05-16 07:00:00
CM006984,C00863,This is exactly what I needed to hear today.,2026-01-08 07:00:00
CM006985,C03602,"This is so relatable, thank you for saying it.",2026-07-28 05:00:00
CM006986,C04760,I thought I was the only one dealing with this.,2026-04-29 21:00:00
CM006987,C02495,Needed this reminder today.,2026-07-23 09:00:00
CM006988,C04755,Not sure this applies to everyone.,2026-01-11 01:00:00
CM006989,C02442,Where can I find more information?,2026-03-06 04:00:00
CM006990,C00737,Nice explanation.,2026-03-09 00:00:00
CM006991,C01856,"This is so relatable, thank you for saying it.",2026-07-15 11:00:00
CM006992,C00020,You described my situation perfectly.,2026-07-08 15:00:00
CM006993,C01435,I had not thought about it this way.,2026-01-12 04:00:00
CM006994,C02053,What app did you use to make this?,2026-02-20 03:00:00
CM006995,C00645,This topic is worth discussing.,2026-02-14 08:00:00
CM006996,C03798,I have been struggling with the same thing for months.,2026-04-29 21:00:00
CM006997,C02974,This made me feel understood.,2026-06-29 15:00:00
CM006998,C02398,The editing is clean.,2026-06-17 21:00:00
CM006999,C03748,I had not thought about it this way.,2026-01-18 08:00:00
CM007000,C00211,Needed this reminder today.,2026-08-25 16:00:00
CM007001,C01866,Interesting perspective.,2026-08-09 18:00:00
CM007002,C03053,This advice did not help me.,2026-06-05 07:00:00
CM007003,C01291,"This is so relatable, thank you for saying it.",2026-08-08 10:00:00
CM007004,C04638,I have been struggling with the same thing for months.,2026-08-02 18:00:00
CM007005,C00521,Needed this reminder today.,2026-08-06 16:00:00
CM007006,C02625,Good point.,2026-02-19 11:00:00
CM007007,C04580,What app did you use to make this?,2026-06-05 18:00:00
CM007008,C03528,Finally someone put this feeling into words.,2026-01-19 09:00:00
CM007009,C00716,Where can I find more information?,2026-01-04 21:00:00
CM007010,C02685,Interesting perspective.,2026-04-30 04:00:00
CM007011,C01432,This topic is worth discussing.,2026-08-19 14:00:00
CM007012,C00832,You described my situation perfectly.,2026-05-19 01:00:00
CM007013,C01358,This feels too generalized.,2026-08-15 17:00:00
CM007014,C04424,I thought I was the only one dealing with this.,2026-03-19 19:00:00
CM007015,C01596,This advice did not help me.,2026-06-09 06:00:00
CM007016,C02071,I thought I was the only one dealing with this.,2026-06-24 01:00:00
CM007017,C02275,Needed this reminder today.,2026-01-15 14:00:00
CM007018,C02187,Finally someone put this feeling into words.,2026-05-14 06:00:00
CM007019,C02459,This topic is worth discussing.,2026-07-15 16:00:00
CM007020,C00075,This topic is worth discussing.,2026-05-23 14:00:00
CM007021,C01617,The editing is clean.,2026-07-30 00:00:00
CM007022,C01603,I found this confusing.,2026-08-06 04:00:00
CM007023,C00559,You described my situation perfectly.,2026-08-30 22:00:00
CM007024,C04096,I saved this because it explains how I feel.,2026-02-10 04:00:00
CM007025,C01498,This is exactly what I needed to hear today.,2026-06-06 01:00:00
CM007026,C00748,You described my situation perfectly.,2026-03-20 21:00:00
CM007027,C02277,I thought I was the only one dealing with this.,2026-02-13 01:00:00
CM007028,C02827,"This is so relatable, thank you for saying it.",2026-07-03 23:00:00
CM007029,C01168,I have been struggling with the same thing for months.,2026-08-23 05:00:00
CM007030,C01241,Nice explanation.,2026-05-01 01:00:00
CM007031,C00669,"This is so relatable, thank you for saying it.",2026-03-22 17:00:00
CM007032,C03341,"This is so relatable, thank you for saying it.",2026-08-03 16:00:00
CM007033,C03579,Interesting perspective.,2026-01-05 10:00:00
CM007034,C03169,This is exactly what I needed to hear today.,2026-02-08 03:00:00
CM007035,C00462,Finally someone put this feeling into words.,2026-06-03 10:00:00
CM007036,C00451,What app did you use to make this?,2026-04-21 09:00:00
CM007037,C01382,This feels too generalized.,2026-01-04 05:00:00
CM007038,C02890,Where can I find more information?,2026-07-06 03:00:00
CM007039,C04692,What app did you use to make this?,2026-07-23 22:00:00
CM007040,C00438,How long is the full video?,2026-06-01 18:00:00
CM007041,C01663,Needed this reminder today.,2026-06-21 23:00:00
CM007042,C04892,Nice explanation.,2026-02-05 07:00:00
CM007043,C01601,Interesting perspective.,2026-01-31 04:00:00
CM007044,C03021,I thought I was the only one dealing with this.,2026-06-19 05:00:00
CM007045,C03843,I don't agree with this.,2026-04-03 05:00:00
CM007046,C04983,This topic is worth discussing.,2026-05-13 00:00:00
CM007047,C04736,I had not thought about it this way.,2026-07-25 08:00:00
CM007048,C03273,I had not thought about it this way.,2026-08-24 09:00:00
CM007049,C02313,Interesting perspective.,2026-01-12 16:00:00
CM007050,C03767,I found this confusing.,2026-06-03 12:00:00
CM007051,C02513,This is painfully accurate but helpful.,2026-08-05 01:00:00
CM007052,C01826,I thought I was the only one dealing with this.,2026-03-19 10:00:00
CM007053,C03328,Good point.,2026-05-17 00:00:00
CM007054,C04075,You described my situation perfectly.,2026-05-11 21:00:00
CM007055,C03988,I have been struggling with the same thing for months.,2026-07-02 08:00:00
CM007056,C01920,Needed this reminder today.,2026-02-02 07:00:00
CM007057,C04038,Thanks for sharing.,2026-04-06 07:00:00
CM007058,C00920,Finally someone put this feeling into words.,2026-06-30 23:00:00
CM007059,C03652,This made me feel understood.,2026-04-21 06:00:00
CM007060,C00734,You described my situation perfectly.,2026-07-27 17:00:00
CM007061,C03293,Finally someone put this feeling into words.,2026-03-07 08:00:00
CM007062,C01314,You described my situation perfectly.,2026-05-22 22:00:00
CM007063,C00841,I thought I was the only one dealing with this.,2026-08-07 16:00:00
CM007064,C00432,Finally someone put this feeling into words.,2026-05-18 06:00:00
CM007065,C02891,You described my situation perfectly.,2026-06-21 17:00:00
CM007066,C04205,Good point.,2026-01-27 11:00:00
CM007067,C04818,This feels too generalized.,2026-03-02 14:00:00
CM007068,C01018,This made me feel understood.,2026-02-13 15:00:00
CM007069,C02876,The editing is clean.,2026-07-20 08:00:00
CM007070,C04549,This made me feel understood.,2026-08-21 05:00:00
CM007071,C04690,The editing is clean.,2026-08-30 05:00:00
CM007072,C04077,I thought I was the only one dealing with this.,2026-04-07 04:00:00
CM007073,C01167,I found this confusing.,2026-02-26 03:00:00
CM007074,C00488,Thanks for sharing.,2026-07-07 17:00:00
CM007075,C00012,Nice explanation.,2026-04-04 12:00:00
CM007076,C04596,This is exactly what I needed to hear today.,2026-08-04 22:00:00
CM007077,C04073,Where can I find more information?,2026-03-05 10:00:00
CM007078,C02348,This feels too generalized.,2026-01-23 02:00:00
CM007079,C02826,You described my situation perfectly.,2026-03-04 21:00:00
CM007080,C02622,Needed this reminder today.,2026-08-04 09:00:00
CM007081,C01764,I found this confusing.,2026-03-14 08:00:00
CM007082,C04173,I had not thought about it this way.,2026-02-11 11:00:00
CM007083,C02746,This made me feel understood.,2026-06-01 04:00:00
CM007084,C01742,Finally someone put this feeling into words.,2026-07-06 16:00:00
