content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C01680,2026-05-06,YouTube,Burnout,Short,Visual,Advice,19,107995,241108,9784,822,500,852,0.64,501,11.073,1.704,8.6384,0.0695919255521089,Viral
C03657,2026-05-06,Instagram,Self-Doubt,Long,Text,Confession,23,74805,155462,2690,140,202,354,0.353,51,4.526,1.752,3.8353,0.03821558050932424,Non-Viral
C00803,2026-05-06,Instagram,Burnout,Short,Visual,Question,27,178178,8963,16298,1051,2865,2361,0.604,503,12.67,0.824,12.9323,0.07249576939914018,Viral
C04064,2026-05-06,YouTube,Burnout,Short,Text,Story,42,46571,40398,2119,122,117,271,0.49,129,5.645,2.316,4.5855,0.052269201863820836,Non-Viral
C01720,2026-05-06,YouTube,Dating,Long,Visual,Question,41,175103,135834,7547,553,436,552,0.504,178,5.19,1.266,4.0062,0.052939933639058155,Non-Viral
C01207,2026-05-06,Instagram,Social Anxiety,Short,Text,Advice,43,176606,141341,8145,433,1324,671,0.592,290,5.987,0.507,5.6827,0.0640812044890887,Non-Viral
C03654,2026-05-06,Instagram,Self-Doubt,Short,Visual,Question,28,153643,47384,18480,674,2432,2104,0.626,627,15.419,0.865,14.1594,0.07448924975430056,Viral
C00717,2026-05-06,Instagram,Burnout,Short,Visual,Question,32,154606,111386,16363,1525,1644,1489,0.609,618,13.596,0.906,11.8876,0.07005391381964478,Viral
C00344,2026-05-06,Instagram,Dating,Long,Visual,Advice,14,136987,231630,11080,1303,686,1174,0.658,400,10.397,1.711,8.6873,0.0720513231182521,Viral
C03901,2026-05-06,Instagram,Dating,Short,Text,Confession,28,131706,57811,3727,270,214,406,0.451,70,3.506,1.897,2.8264,0.04706346407908524,Non-Viral
C02876,2026-05-06,YouTube,Social Anxiety,Short,Visual,Question,41,118636,114340,6516,561,718,791,0.611,349,7.237,1.102,6.6047,0.0665330051586365,Viral
C01460,2026-05-06,Instagram,Burnout,Short,Visual,List,29,2032,239330,89,7,15,8,0.577,4,5.856,0.533,5.7087,0.06271968503937007,Non-Viral
C02264,2026-05-06,Instagram,Self-Doubt,Short,Visual,List,31,47220,240235,4128,354,462,393,0.608,220,11.302,0.851,10.0953,0.06882414231257941,Viral
C01165,2026-05-06,Instagram,Career Stress,Long,Visual,Question,41,34284,22216,2139,103,250,406,0.588,156,8.453,1.624,8.1262,0.06608473923696184,Non-Viral
C01583,2026-05-06,YouTube,College Life,Short,Visual,Question,21,93766,30917,9415,771,1280,578,0.521,405,12.845,0.452,11.582,0.06132562549324916,Non-Viral
C04685,2026-05-06,Instagram,College Life,Short,Visual,Advice,49,49862,79838,2211,154,284,177,0.589,90,5.668,0.623,5.0991,0.06299129196582567,Non-Viral
C03421,2026-05-06,Instagram,Social Anxiety,Short,Text,Advice,21,87410,198253,6653,204,628,706,0.613,193,9.371,1.124,7.9264,0.06730617778286237,Viral
C01296,2026-05-06,YouTube,Dating,Long,Visual,Confession,49,165488,73514,10376,736,1665,548,0.489,554,8.052,0.329,7.4827,0.05508806197428212,Non-Viral
C03244,2026-05-07,YouTube,College Life,Short,Visual,Question,8,86346,70559,4546,502,1099,276,0.63,311,7.439,0.251,7.9622,0.07055854353415329,Viral
C04032,2026-05-07,YouTube,College Life,Long,Text,List,33,55005,111190,2052,223,392,156,0.43,63,5.132,0.398,5.1786,0.04766593946004909,Non-Viral
C00366,2026-05-07,Instagram,Friendship,Short,Text,Advice,43,60473,122299,5509,136,592,456,0.493,194,11.068,0.77,9.3372,0.05630477899227755,Non-Viral
C04222,2026-05-07,Instagram,College Life,Short,Visual,List,41,140807,69055,8074,1423,1929,1319,0.455,586,9.051,0.684,10.3663,0.05599095570532715,Non-Viral
C03552,2026-05-07,Instagram,Social Anxiety,Long,Visual,Question,17,46884,7140,2028,266,273,336,0.411,107,6.192,1.231,6.194,0.04672132070642436,Non-Viral
C02133,2026-05-07,Instagram,Burnout,Short,Text,Confession,34,72695,31379,7272,875,1140,467,0.538,423,13.418,0.41,12.7966,0.06458960038517092,Non-Viral
C02714,2026-05-07,YouTube,College Life,Short,Visual,Advice,37,98158,157032,6080,898,1494,845,0.58,434,9.492,0.566,10.7571,0.06880400986165162,Viral
C02732,2026-05-07,YouTube,Friendship,Short,Visual,Advice,37,107625,26489,5314,250,1250,290,0.553,164,6.601,0.232,6.8404,0.061683275261324055,Non-Viral
C03957,2026-05-07,Instagram,Burnout,Short,Visual,Advice,32,45937,70196,1303,210,346,124,0.668,96,4.317,0.358,4.9035,0.07168495112871978,Viral
C04512,2026-05-07,YouTube,Friendship,Long,Visual,Advice,46,151544,196415,3339,290,541,658,0.337,110,3.186,1.216,3.3281,0.03689610146228158,Non-Viral
C00712,2026-05-07,YouTube,Family Pressure,Short,Visual,Question,39,136256,63613,9440,772,1341,487,0.661,496,8.836,0.363,7.9813,0.072450912987318,Viral
C02777,2026-05-07,Instagram,Family Pressure,Short,Visual,Advice,19,72636,212501,2816,355,389,426,0.61,219,5.488,1.095,5.4512,0.06590252767222865,Non-Viral
C04992,2026-05-07,YouTube,Friendship,Short,Visual,Confession,25,88916,46677,3169,256,419,290,0.506,174,4.649,0.692,4.2799,0.05413086058752081,Non-Viral
C02477,2026-05-07,Instagram,Social Anxiety,Short,Text,List,34,144799,178215,8095,577,862,1103,0.413,312,7.346,1.28,6.7024,0.046861847802816325,Non-Viral
C00449,2026-05-07,YouTube,Family Pressure,Short,Text,Advice,13,112103,153594,9266,725,651,558,0.519,417,9.991,0.857,7.8406,0.05697658135821521,Non-Viral
C04740,2026-05-07,YouTube,College Life,Long,Visual,Advice,43,3178,142717,205,14,20,29,0.575,9,8.433,1.45,7.5991,0.06373033354310886,Non-Viral
C00296,2026-05-07,Instagram,Friendship,Short,Visual,List,52,172498,110418,8834,559,545,978,0.633,363,6.328,1.794,5.1285,0.06690873749260862,Viral
C01010,2026-05-07,Instagram,Family Pressure,Long,Text,Confession,38,100462,156896,6533,643,861,940,0.4,177,8.936,1.092,8.654,0.04762377814497024,Non-Viral
C01849,2026-05-07,Instagram,Dating,Short,Visual,Question,28,111755,205081,8426,296,1574,749,0.582,264,9.883,0.476,9.7329,0.06694591740861706,Viral
C01015,2026-05-07,YouTube,Dating,Long,Visual,Question,36,144428,197209,10081,721,1147,333,0.496,148,8.504,0.29,7.0824,0.05461426316226771,Non-Viral
C03867,2026-05-07,Instagram,Burnout,Short,Visual,List,10,103462,198769,6940,869,305,1061,0.538,247,8.868,3.479,7.5491,0.05946294871547042,Non-Viral
C00701,2026-05-07,YouTube,Career Stress,Long,Text,Story,32,60638,55137,2603,361,360,444,0.412,143,6.214,1.233,6.2848,0.046961238827138096,Non-Viral
C04000,2026-05-07,Instagram,Dating,Short,Text,List,44,4893,138420,126,18,21,27,0.446,8,3.924,1.286,4.2305,0.04873856529736358,Non-Viral
C02950,2026-05-07,Instagram,Career Stress,Long,Text,Confession,62,174534,228257,15642,613,2243,534,0.444,522,10.904,0.238,9.4752,0.05162781807556121,Non-Viral
C02432,2026-05-07,Instagram,Social Anxiety,Long,Visual,Confession,48,87359,173055,2962,400,565,582,0.451,213,5.161,1.03,5.6548,0.05069587449490036,Non-Viral
C04614,2026-05-07,Instagram,Burnout,Short,Visual,Question,49,163634,70842,8320,514,676,296,0.555,315,5.993,0.438,4.6146,0.05837287483041422,Non-Viral
C01686,2026-05-07,YouTube,Burnout,Long,Text,Story,33,42955,19605,1464,185,220,243,0.456,40,4.917,1.105,5.018,0.05024788732394366,Non-Viral
C03809,2026-05-07,Instagram,Family Pressure,Short,Text,Story,23,162227,27421,7018,1227,483,1279,0.6,245,6.169,2.648,5.7675,0.0648395150005856,Non-Viral
C04948,2026-05-07,Instagram,Career Stress,Short,Visual,Question,8,114675,90999,7234,560,1471,1305,0.501,147,9.217,0.887,10.0109,0.06001890124264225,Non-Viral
C04311,2026-05-07,Instagram,Friendship,Short,Visual,Confession,38,64507,138029,6129,516,1102,391,0.576,85,12.616,0.355,12.2878,0.0683058148728045,Viral
C00893,2026-05-07,YouTube,Burnout,Long,Visual,Advice,39,36260,201586,2176,144,389,272,0.556,42,8.221,0.699,8.3149,0.06327374517374518,Non-Viral
C01800,2026-05-07,YouTube,Family Pressure,Short,Visual,Question,56,143197,127422,5483,679,869,290,0.594,99,5.113,0.334,4.8514,0.06344966584495486,Non-Viral
C00011,2026-05-08,Instagram,Burnout,Long,Visual,List,41,170622,23146,3112,235,556,594,0.498,132,2.636,1.068,2.7924,0.05251741041600732,Non-Viral
C03337,2026-05-08,YouTube,College Life,Short,Visual,Confession,37,71356,17257,3029,437,268,334,0.542,170,5.701,1.246,5.104,0.058212977184819784,Non-Viral
C04549,2026-05-08,Instagram,Friendship,Short,Visual,Advice,21,162997,194709,18547,608,678,1109,0.681,705,12.848,1.636,8.8575,0.07257247495352676,Viral
C02518,2026-05-08,Instagram,Friendship,Short,Visual,Question,40,22531,17245,1879,99,195,141,0.654,43,10.27,0.723,8.6769,0.07183113931916027,Viral
C01195,2026-05-08,YouTube,Family Pressure,Short,Visual,List,41,175064,146386,11413,1265,1032,800,0.552,462,8.288,0.775,7.026,0.06030756066352877,Non-Viral
C04370,2026-05-08,Instagram,Dating,Long,Text,Advice,47,16906,168096,283,24,32,37,0.396,5,2.224,1.156,2.0555,0.04132128238495209,Non-Viral
C01311,2026-05-08,Instagram,Career Stress,Short,Text,Question,39,153314,111788,4785,323,483,372,0.463,125,3.889,0.77,3.3069,0.04876161472533494,Non-Viral
C03937,2026-05-08,Instagram,College Life,Long,Visual,Question,55,52904,175723,3681,171,492,213,0.488,94,8.614,0.433,7.559,0.05467762740057463,Non-Viral
C03469,2026-05-08,Instagram,Family Pressure,Short,Text,List,45,137331,246868,10451,851,1919,1036,0.419,430,10.381,0.54,10.4354,0.05138074360486707,Non-Viral
C01859,2026-05-08,Instagram,Self-Doubt,Short,Visual,Confession,30,80421,82889,5220,312,940,206,0.415,204,8.304,0.219,7.8462,0.048110213750139894,Non-Viral
C01665,2026-05-08,Instagram,College Life,Long,Text,Story,37,76032,64746,4343,433,240,333,0.612,125,7.035,1.388,5.5332,0.06478862058080809,Non-Viral
C00578,2026-05-08,Instagram,Self-Doubt,Short,Visual,Confession,28,158613,187649,9770,891,1488,1102,0.575,187,8.354,0.741,8.1264,0.0646485313309754,Non-Viral
C03265,2026-05-08,Instagram,Social Anxiety,Short,Visual,List,27,122780,107777,7121,647,728,286,0.642,396,7.153,0.393,5.935,0.06835743606450563,Viral
C01074,2026-05-08,Instagram,Friendship,Short,Visual,List,43,21556,37167,530,90,119,111,0.616,39,3.943,0.933,4.5417,0.06625531638522918,Non-Viral
C00997,2026-05-08,YouTube,Dating,Short,Text,Confession,53,57351,146783,6521,307,967,698,0.466,145,14.809,0.722,13.9806,0.05864163833237433,Non-Viral
C02609,2026-05-08,Instagram,Friendship,Short,Text,Confession,30,167002,14269,4795,582,631,426,0.521,105,3.853,0.675,3.6021,0.055088287565418385,Non-Viral
C02489,2026-05-08,YouTube,Family Pressure,Long,Visual,Advice,41,53042,94352,2094,219,308,267,0.398,113,5.445,0.867,5.342,0.04454246823272124,Non-Viral
C00679,2026-05-08,Instagram,Career Stress,Short,Text,Confession,45,64034,144799,2037,148,280,196,0.485,93,4.156,0.7,3.8612,0.051732657650623105,Non-Viral
C02029,2026-05-08,Instagram,Self-Doubt,Short,Text,List,13,155175,136999,6879,663,456,805,0.559,183,5.673,1.765,4.7765,0.05941957467375544,Non-Viral
C04813,2026-05-08,Instagram,Social Anxiety,Long,Text,Advice,13,174682,101600,9200,972,1002,856,0.437,744,6.887,0.854,6.1689,0.048586021456131716,Non-Viral
C03392,2026-05-08,Instagram,Dating,Long,Visual,Confession,63,45875,64998,4182,318,188,666,0.471,90,11.671,3.543,9.7308,0.05433923705722071,Non-Viral
C04836,2026-05-09,YouTube,Friendship,Short,Text,Question,44,99290,193130,10536,306,1096,537,0.593,207,12.564,0.49,10.1611,0.06635206969483332,Non-Viral
C03728,2026-05-09,Instagram,Self-Doubt,Short,Visual,Story,32,111636,23611,12136,739,956,1803,0.57,490,14.004,1.886,12.2277,0.06669176609695797,Viral
C03646,2026-05-09,YouTube,Dating,Long,Visual,Question,22,9348,118494,368,33,32,82,0.345,35,5.509,2.562,5.2792,0.03920154043645699,Non-Viral
C02539,2026-05-09,YouTube,Self-Doubt,Long,Visual,Advice,8,63643,188784,2007,58,184,200,0.479,97,3.848,1.087,3.2093,0.050280466037113274,Non-Viral
C04058,2026-05-09,Instagram,Family Pressure,Short,Visual,Confession,49,1605,145441,100,16,16,18,0.577,9,9.346,1.125,9.8442,0.06704579439252337,Viral
C03539,2026-05-09,Instagram,Career Stress,Short,Text,Advice,56,85109,234765,2414,245,171,177,0.705,99,3.533,1.035,2.8687,0.07245983973492814,Viral
C03044,2026-05-09,Instagram,College Life,Long,Visual,Advice,34,130776,78441,8080,994,1624,704,0.522,216,8.719,0.433,9.0315,0.060543273995228485,Non-Viral
C00995,2026-05-09,Instagram,Friendship,Long,Visual,List,22,18212,43065,1167,72,90,70,0.561,57,7.682,0.778,6.0482,0.06006990994948387,Non-Viral
C03773,2026-05-09,Instagram,Family Pressure,Short,Visual,List,17,86876,199341,6225,673,394,635,0.718,177,9.124,1.612,7.5671,0.07719562134536581,Viral
C00488,2026-05-09,Instagram,College Life,Short,Text,Confession,33,154653,20009,9042,562,967,523,0.617,633,7.173,0.541,6.0206,0.0660733390234913,Non-Viral
C01392,2026-05-09,YouTube,Self-Doubt,Short,Text,List,59,123157,75487,7359,825,563,707,0.556,272,7.676,1.256,6.512,0.060384137320655756,Non-Viral
C01902,2026-05-09,YouTube,College Life,Short,Visual,Advice,37,38401,134533,2622,261,153,128,0.663,114,8.239,0.837,6.2954,0.07011240071873129,Viral
C02411,2026-05-09,Instagram,Dating,Long,Text,List,45,121102,215112,9921,1187,749,1366,0.291,536,10.919,1.824,9.6778,0.03673736354478043,Non-Viral
C03360,2026-05-09,Instagram,Social Anxiety,Short,Visual,List,38,168079,172167,9385,591,1013,1077,0.716,449,7.179,1.063,6.4089,0.07676185841181825,Viral
C01501,2026-05-09,YouTube,Self-Doubt,Short,Text,Advice,35,113235,213554,5279,465,605,876,0.615,415,6.381,1.448,6.0971,0.06684110478209035,Viral
C01920,2026-05-09,Instagram,Self-Doubt,Short,Visual,Advice,43,65577,54269,1449,97,333,150,0.54,85,3.094,0.45,3.3076,0.057193192735257796,Non-Viral
C01299,2026-05-09,Instagram,College Life,Long,Visual,Question,27,153558,164266,5048,241,203,192,0.427,91,3.702,0.946,2.5258,0.043905407728675815,Non-Viral
C01957,2026-05-09,Instagram,Social Anxiety,Long,Visual,Story,24,74139,85790,2951,121,311,156,0.36,147,4.773,0.502,3.9143,0.03876372759276494,Non-Viral
C04152,2026-05-09,YouTube,Self-Doubt,Short,Text,List,47,167268,176333,5151,292,415,884,0.541,208,4.031,2.13,3.6029,0.0570638065858383,Non-Viral
C04920,2026-05-09,Instagram,Career Stress,Short,Text,Advice,63,67033,172632,2162,91,221,238,0.465,82,4.046,1.077,3.5154,0.04925237569555294,Non-Viral
C03738,2026-05-09,YouTube,Family Pressure,Short,Text,Story,38,152185,121423,11773,1583,2468,2175,0.623,322,11.827,0.881,13.1518,0.07544551368400303,Viral
C04219,2026-05-09,Instagram,Dating,Long,Text,Advice,47,162909,15813,9209,1206,2149,1388,0.372,784,8.564,0.646,9.5983,0.04680260022466531,Non-Viral
C01725,2026-05-10,Instagram,Friendship,Short,Text,Story,47,27010,191900,1263,183,279,153,0.518,33,6.953,0.548,7.5861,0.059163939281747506,Non-Viral
C02310,2026-05-10,Instagram,Career Stress,Short,Text,List,25,68175,234128,6130,445,750,638,0.398,326,11.68,0.851,10.6469,0.04853707370737074,Non-Viral
C03897,2026-05-10,YouTube,Career Stress,Short,Text,Question,30,150810,88675,3957,316,442,616,0.53,242,3.535,1.394,3.3224,0.05585856375571912,Non-Viral
C01991,2026-05-10,Instagram,Burnout,Long,Visual,Question,32,20166,11438,679,112,146,146,0.441,25,5.37,1.0,6.1366,0.050363016959238324,Non-Viral
C04819,2026-05-10,Instagram,Family Pressure,Short,Text,Story,66,71742,106911,5347,356,903,226,0.4,228,9.523,0.25,8.8769,0.047353433135401864,Non-Viral
C03777,2026-05-10,Instagram,Dating,Short,Visual,List,42,28522,184254,1777,52,82,72,0.726,34,6.953,0.878,4.756,0.07492452142206016,Viral
C01147,2026-05-10,Instagram,Career Stress,Short,Visual,Confession,18,24479,203561,1353,72,114,171,0.717,74,6.986,1.5,5.999,0.07633254217901059,Viral
C01341,2026-05-10,YouTube,Family Pressure,Short,Visual,List,26,146870,61788,8670,298,1266,1084,0.728,134,7.706,0.856,7.318,0.0791974943827875,Viral
C01901,2026-05-10,YouTube,College Life,Short,Visual,Advice,49,100322,152666,3613,302,426,499,0.753,123,4.824,1.171,4.5209,0.07915458822591256,Viral
C01335,2026-05-10,Instagram,Self-Doubt,Short,Text,Advice,37,110187,5322,10083,403,1270,1459,0.483,167,11.993,1.149,11.23,0.05800758800947481,Non-Viral
C00656,2026-05-10,Instagram,Dating,Short,Text,Confession,52,160614,18862,6536,1049,922,1330,0.541,483,6.125,1.443,6.3927,0.06014710672793157,Non-Viral
C03496,2026-05-10,Instagram,Career Stress,Short,Text,Confession,24,150590,23483,6724,712,428,249,0.449,387,5.387,0.582,4.1251,0.04738422870044492,Non-Viral
C01553,2026-05-10,Instagram,Family Pressure,Short,Text,Advice,43,176131,219658,8018,1242,1706,734,0.489,760,6.643,0.43,7.0731,0.05556662881605169,Non-Viral
C03478,2026-05-10,Instagram,Family Pressure,Short,Visual,Question,30,86827,49187,6274,289,251,626,0.598,170,8.569,2.494,6.4214,0.06376305296739493,Non-Viral
C02607,2026-05-10,Instagram,College Life,Short,Text,Confession,13,168372,46792,9178,555,823,1827,0.449,493,7.355,2.22,6.8565,0.05084932649134061,Non-Viral
C02949,2026-05-10,Instagram,Dating,Short,Visual,Advice,38,170606,22094,6809,444,696,824,0.48,137,5.142,1.184,4.5757,0.05167513452047408,Non-Viral
C02766,2026-05-10,Instagram,Burnout,Short,Visual,Story,15,77784,28781,4175,538,703,809,0.45,234,8.003,1.151,8.5127,0.053224699166923795,Non-Viral
C00351,2026-05-10,Instagram,Social Anxiety,Short,Visual,Advice,35,37019,200634,2616,194,198,162,0.707,134,8.563,0.818,6.7992,0.07520579432183473,Viral
C02593,2026-05-10,Instagram,Friendship,Long,Visual,Story,47,3013,161820,138,14,21,25,0.389,6,6.572,1.19,6.7375,0.04522260205774976,Non-Viral
C04272,2026-05-10,Instagram,Social Anxiety,Long,Visual,Question,29,114797,169868,8751,356,1341,757,0.4,347,9.761,0.565,9.1,0.04770011411448035,Non-Viral
C02048,2026-05-10,Instagram,Friendship,Short,Text,Confession,33,105804,71201,8380,438,720,774,0.559,525,9.746,1.075,8.0857,0.06177784960871045,Non-Viral
C00507,2026-05-10,Instagram,Self-Doubt,Short,Text,Story,53,47445,127324,4467,151,430,181,0.401,159,11.021,0.421,8.6669,0.04580028453999368,Non-Viral
C01164,2026-05-10,YouTube,Self-Doubt,Long,Visual,List,8,18118,160027,905,57,121,67,0.487,40,6.347,0.554,5.7126,0.05328659896235788,Non-Viral
C04224,2026-05-10,Instagram,Burnout,Long,Text,Confession,69,3559,223431,145,11,32,19,0.458,10,5.816,0.594,6.2658,0.05191126720989043,Non-Viral
C04502,2026-05-10,YouTube,College Life,Long,Visual,List,45,146191,58139,8976,981,1074,547,0.55,327,7.92,0.509,7.0288,0.060435013099301604,Non-Viral
C01669,2026-05-10,Instagram,Dating,Short,Visual,Confession,35,41420,84358,2861,161,442,188,0.617,157,8.817,0.425,8.1458,0.06844674070497345,Viral
C02794,2026-05-10,YouTube,Dating,Short,Visual,Question,49,122876,44802,13160,991,892,983,0.646,388,13.042,1.102,10.3425,0.0714764445457209,Viral
C01958,2026-05-10,Instagram,Career Stress,Short,Visual,List,20,89744,225869,7131,590,823,863,0.679,224,10.482,1.049,9.6335,0.07589774915314673,Viral
C00747,2026-05-10,Instagram,Family Pressure,Short,Visual,Question,46,179442,83156,5878,396,788,998,0.578,220,4.492,1.266,4.3986,0.06177565787273882,Non-Viral
C03017,2026-05-10,Instagram,Family Pressure,Long,Text,Story,13,60526,220580,1506,157,221,122,0.354,60,3.314,0.552,3.1317,0.03803688332286951,Non-Viral
C02336,2026-05-11,YouTube,Burnout,Short,Text,Advice,23,170194,141851,4184,265,682,392,0.413,101,3.245,0.575,3.1256,0.0440277694865859,Non-Viral
C00606,2026-05-11,YouTube,Career Stress,Short,Visual,List,8,65428,215909,2748,143,610,426,0.564,135,6.002,0.698,6.527,0.06287658494834016,Non-Viral
C00561,2026-05-11,Instagram,Social Anxiety,Short,Visual,Question,41,156936,190218,8810,977,905,503,0.63,385,7.133,0.556,6.1117,0.06749036549931182,Viral
C04480,2026-05-11,YouTube,Burnout,Short,Visual,Question,48,43173,243493,2432,153,508,453,0.518,156,8.213,0.892,8.9767,0.06077435897435898,Non-Viral
C04828,2026-05-11,Instagram,Career Stress,Short,Visual,Advice,47,82705,197541,3730,257,206,414,0.586,151,5.57,2.01,4.4695,0.06168868871289523,Non-Viral
C03299,2026-05-11,YouTube,Dating,Short,Text,List,40,114545,21781,6177,237,1146,627,0.488,151,7.147,0.547,7.1029,0.05525466847090663,Non-Viral
C00648,2026-05-11,YouTube,Career Stress,Long,Text,List,41,105290,104159,6766,604,995,379,0.519,294,8.305,0.381,7.6285,0.058092895811568054,Non-Viral
C02896,2026-05-11,Instagram,Burnout,Short,Text,Confession,46,160396,95800,5958,691,480,1294,0.53,534,5.251,2.696,5.0148,0.05741313997855309,Non-Viral
C01636,2026-05-11,Instagram,Family Pressure,Short,Visual,Advice,28,23379,60401,1509,66,92,144,0.399,21,7.746,1.565,6.0631,0.04394208905427949,Non-Viral
C04097,2026-05-11,Instagram,Friendship,Long,Visual,Story,35,33537,72581,2111,206,493,218,0.514,110,9.029,0.442,9.7788,0.06088653725735754,Non-Viral
C04523,2026-05-11,Instagram,Friendship,Short,Visual,Advice,25,110144,244653,11645,1024,1563,1195,0.497,398,14.006,0.765,13.1078,0.060735099506101106,Non-Viral
C04912,2026-05-11,YouTube,Friendship,Short,Visual,Advice,64,15393,28300,1295,117,112,109,0.536,34,10.609,0.973,8.9456,0.06013868641590334,Non-Viral
